Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (BSA Assigned),Custom field (Business Comments),Custom field (Business Id),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Closed Bugs (ALM)),Custom field (Development),Custom field (Documentation Link),Custom field (End Date),Custom field (Epic Link),Custom field (FitGap Approver),Custom field (FitGap Comments),Custom field (INT1 Date),Custom field (INT1 TST),Custom field (INT3 Date),Custom field (INT3 TST),Custom field (INT4 Date),Custom field (INT4 TST),Custom field (INT5 Date),Custom field (INT5 TST),Custom field (Impact),Custom field (Investigation reason),Custom field (Issue color),Custom field (MSM ID),Custom field (Open Bugs (ALM)),Custom field (Operational categorization),Custom field (PROD RLS),Custom field (Pending reason),Custom field (Prod Date),Custom field (Product categorization),Custom field (QA Assigned),Custom field (Rank),Custom field (Recom. Prod Date),Custom field (Request Type),Custom field (Request participants),Custom field (Root cause),Custom field (SA Assigned),Custom field (SA Estimate),Custom field (SA Estimate),Custom field (SA FitGap),Custom field (SDD Link),Custom field (SIT Estimate),Satisfaction rating,Custom field (Severity),Custom field (Signed Off By),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Test Environment),Custom field (Time to approve normal change),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total Estimate),Custom field (Trainer for UAT Assigned),Custom field (UAT Business Tester),Custom field (UAT Estimate),Custom field (Urgency),Custom field (Workaround),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Master Packing List - Discrepancy between two case count tables (S058),DDCFUN-836,12533,Story,In-Development,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,Medium,,craig.kelly,lauren.mackenzie,lauren.mackenzie,03/May/19 1:28 PM,15/Aug/19 2:43 PM,25/Jul/19 5:30 PM,,,0,Outbound,,"Relating to MSM #436111.

*Issue: *
There is a discrepancy between the two tables summarizing case count on the Master Packing list.  The first table, showing the case count by customer order # (EBS).  In the first case count, 
* TECSYS calculations count the cases in each Oracle order
* Then “floor” (cut off any decimals) from the total.  
* So, if there were three half cases (0.5), the calculation would sum to 1.5, and then floor, so it would become 1.

The second table, summarizes the case count by container #.  In the second case count, 
* TECSYS calculations first floor the decimals from the total cases in each container
* Then also floor the total.
* So if there were three half cases (0.5), the first floor would turn them into 0s, then it would sum to 0 (and then floor again).

*Requirements:*
1.  In the first table, summarizing the case count by Oracle Order #
a.  Add a column showing number of bottles per order #
b.  Provide a total for the # of bottles at the bottom of the table

2.  In the second table, summarizing the case count by Container #
a. Add a column showing number of bottles per order #
b. Provide a total for the # of bottles at the bottom of the table",,bikram.kahlon,craig.kelly,jason.kelly,lauren.mackenzie,,,,,,,,,,,,,,,,,03/May/19 1:30 PM;lauren.mackenzie;Master pack list - mock-up with bottles.pdf;https://bcldbit.atlassian.net/secure/attachment/10362/Master+pack+list+-+mock-up+with+bottles.pdf,20/Jun/19 1:15 PM;lauren.mackenzie;RE DDC Stabilization - Container packing list not showing correct amount .msg;https://bcldbit.atlassian.net/secure/attachment/10600/RE+DDC+Stabilization+-+Container+packing+list+not+showing+correct+amount+.msg,,,,,,,,,,,,,,,,,,,craig.kelly,,S058,,,,,, ,{},,,,,,, ,, ,, ,, ,,,,, ,, ,,,,,1|i00e8n:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-22 18:14:03.248,10/Jun/19 9:48 AM;lauren.mackenzie;[~bikram.kahlon] any update on this fix?,"20/Jun/19 1:15 PM;lauren.mackenzie;The following issue is related to this ticket.

Pick by Order CPREs put all remaining picks for the order (cases and bottles) into a Container CPRE (RPAL).  Because the bottle picks are not on a bottle pick CPRE, the Container Packing list and Master Packing list treat the bottle picks as a fraction of a case pick. Then, the tables are flooring (cutting off) the decimals.

So there’s two related items to resolve this: 

1.	There’s already a JIRA ticket for the flooring of bottle picks (JIRA DDCFUN-459) on the documents, and the request from John was to add a bottle pick column on the master packing list – alleviating the discrepancy between the first and second tables on the Master Packing List, and ensuring the bottle picks are counted correctly.

2.	For the Container Packing list, Bikram is able to add in the logic that for Pick by Order CPREs, the Container Packing list logic will show the bottle pick amounts even when the bottle pick was on a Pick by Order CPRE (Container CPRE).

Please note that, the bottle picks are picked, and included in the shipment, so the customer is being invoiced for them even though they are not showing on the Container Packing list.  
","22/Jul/19 11:14 AM;jason.kelly;[~bikram.kahlon]  and news on this ticket?

","24/Jul/19 12:35 PM;lauren.mackenzie;[~bikram.kahlon]  - any news on this item?  This is on the Steering Committee’s list of items to complete. 

I’ve uploaded our last email outlining the flooring issue, and difference in flooring logic creating the discrepancy between the two master packing list tables. ",25/Jul/19 5:32 PM;bikram.kahlon;This is in development,,,,,,,,,,,,,,,,,,,,,,,,
Adding more memory to Production Liquor WMS Database servers,DDCFUN-832,13237,Story,Completed,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,Medium,Done,jason.kelly,bikram.kahlon,bikram.kahlon,19/Jul/19 2:52 PM,31/Jul/19 11:45 AM,26/Sep/19 3:41 PM,31/Jul/19 11:45 AM,,0,,,,,bikram.kahlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jason.kelly,,S900,,,,,, ,{},,,,,,, ,, NA,, ,, ,,,,NA, ,,474724,,,,bob.kang,1|i00idb:,,,,,bikram.kahlon,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database views for Archive and Current Interface  tables ,DDCFUN-890,13351,Story,Ready For Development,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,High,,bikram.kahlon,bikram.kahlon,bikram.kahlon,25/Sep/19 3:50 PM,26/Sep/19 11:12 AM,26/Sep/19 11:11 AM,,,0,,,"With the Archiving of interface tables to improve the performance of Tecsys WMS, BI reports for Finance built on archived current table got affected. In this release database views are created joining the Current and Archive tables to provide combined view for BI reporting.

Tables on which views are built

– up_ship;
– up_ship_freight;
– up_rcpt;
– up_rcpt_line;
– up_f;
– up_ship_freight_detail;
– up_ship_line;
– up_ship_line_detail;
– up_rcpt_line_detail;",,bikram.kahlon,,,,,,,,,,,,,,,,WBSA-12,,,,,,,,,,,,,,,,,,,,,,,,craig.kelly,,,,,,,, ,{},,,,,,, ,, TST-502940,, ,, ,,,,, ,, RLS-502932,,,,bob.kang,1|i00j1r:,,,,,bikram.kahlon,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Shipment Completion ,DDCFUN-889,13346,Story,Backlog,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,Medium,,bikram.kahlon,bikram.kahlon,bikram.kahlon,25/Sep/19 8:26 AM,25/Sep/19 8:27 AM,25/Sep/19 8:26 AM,,,0,,,"In order to process invoice ETN (Electronic Transfer Notification) timely in e-business, operation needs to process the outbound order shipment completion in Tecsys wms. Due to human delays in performing the shipment completion task,  Tecsys wms auto shipment completion feature can be utilized. This requires business to setup the automatic shipment completion flag in Carrier Services view. Also, IT needs to enable the ship completion timer. ",,bikram.kahlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,craig.kelly,,,,,,,, ,{},,,,,,, ,, ,, ,, ,,,,, ,, ,,,,bob.kang,1|i00j0n:,,,,,bikram.kahlon,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System directed replenishment (Defect),DDCFUN-835,13251,Story,Fit Gap Analysis,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,Medium,,bikram.kahlon,jason.kelly,jason.kelly,26/Jul/19 1:56 PM,29/Jul/19 4:09 PM,30/Jul/19 10:43 AM,,,0,,,"Issue - The system is not picking the oldest replenishment with the higher priority 
Example - item out for replenishment for 4 hrs, then 2 hrs, system directed replenishment is not directing to the 4 hr replenishment 
Pierre discussed if the replenishments are at the same priority and location has space available for replenishments. 
",,bikram.kahlon,jason.kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jason.kelly,,,,,,,, ,{},,,,,,, ,, ,, ,, ,,,,, ,, ,,,,,1|i00ifr:,,,,,bikram.kahlon,,,, ,,,,,,,,,,,,,,,,,,,,,2019-07-29 23:09:32.332,"26/Jul/19 1:56 PM;jason.kelly;Actions from tecsys meeting (July 25th)

@Alvaro, @Pierre to review issue and prioritisation sequence (Sort) for assigning system directed replenishment

@Alvaro to speak with tecsys R&D team to confirm version logic

[~bikram.kahlon] to review the timers (last run time on timers) - Video & screen","26/Jul/19 1:57 PM;jason.kelly;Notes from tecsys meeting (July 26th)

Alvaro reviewed, after the priority pick command and the next command sequence in the location table (from location).
We want to update (Modification) the priority to review the timestamp
System directed and task management use the same logic
Do not proceed with quotation for modification
James asked if bottle pick can be removed from replenishment. Pierre suggested a system device setting change","26/Jul/19 1:58 PM;jason.kelly;Actions from tecsys meeting (July 26th)

[~bikram.kahlon] to review the timers (last run time on timers) - Video & screen

[~james.laitinen] to speak with Business at Delta to review if modification is required

","29/Jul/19 4:09 PM;bikram.kahlon;Tested on INT3 Replenishment created with priority 9 gets updated to 8,7,6 … 1 every 15 minute with task aging timer running with a frequency of 1 minute and Replenishment Age setup to 15 minutes.",,,,,,,,,,,,,,,,,,,,,,,,,
Pick by Order (Defect),DDCFUN-834,13250,Story,In-SIT,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,Medium,,bikram.kahlon,jason.kelly,jason.kelly,26/Jul/19 1:50 PM,07/Aug/19 2:28 PM,26/Sep/19 3:41 PM,,,0,,,"Automatic shorting
Alvaro reviewed detailed, as yet it was not possible to evaluate the information provided. 
Sandeep suggested tecsys review the planning element of the issue
",,andrew.lee,jason.kelly,,,,,,,,,,,,,,,,,,,26/Jul/19 1:49 PM;jason.kelly;Pick by Container issue reproduction (1).docx;https://bcldbit.atlassian.net/secure/attachment/10754/Pick+by+Container+issue+reproduction+%281%29.docx,,,,,,,,,,,,,,,,,,,,chaminda.jayasekara,,,,,,,, ,{},,,,,,, ,, ,, ,, ,,,,, ,, ,,,,ekta.dwivedi,1|i00ifj:,,,,,bikram.kahlon,,,, ,,,,,,,,,,,,,,,,,,,,,2019-08-07 21:28:28.376,"26/Jul/19 1:53 PM;jason.kelly;Actions from meeting with tecsys (July 26th)

Try to set up the same scenario including SKU's and locations ([~ekta.dwivedi] , [~chaminda.jayasekara] and [~sandeep.sangi] ) and record screen for sharing with [~alvaro.sanchez] 

[~james.laitinen]  suggested review production as these issues are occurring during day","26/Jul/19 1:54 PM;jason.kelly;Actions from meeting with tecsys (July 27th)

[~james.laitinen]  to review the logic behind examples and provide feedback",07/Aug/19 2:28 PM;andrew.lee;Is there any update on this [~accountid:5bbfd2ae9dce9f1069b47458] ,,,,,,,,,,,,,,,,,,,,,,,,,,
Add more CPU to DB servers,DDCFUN-833,13248,Story,Completed,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,Medium,Done,bikram.kahlon,bikram.kahlon,bikram.kahlon,25/Jul/19 4:11 PM,12/Aug/19 10:04 AM,12/Aug/19 10:04 AM,12/Aug/19 10:04 AM,,0,,,Add more CPU to the database servers to prevent running into CPU contention at the database level,,bikram.kahlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jason.kelly,,,,,,,, ,{},,,,,,, ,, ,, ,, ,,,,, ,,479627,,,,bob.kang,1|i00ifb:,,,,,bikram.kahlon,,,, ,,,,,,,,,,,,,,,,,,,,,,25/Jul/19 4:12 PM;bikram.kahlon;Upgrade planned for Sunday ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDB Pick By Order Changes,DDCFUN-829,13202,Story,Completed,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,Medium,Done,bikram.kahlon,doug.mcdonald,bikram.kahlon,15/Jul/19 2:29 PM,16/Jul/19 3:19 PM,26/Sep/19 3:41 PM,16/Jul/19 3:18 PM,,0,,,LDB Pick By Order View - Add Wave Release Date and Time between Wave and Ship-To Customer columns in the result set,,bikram.kahlon,,,,,,,,,,,,,,,,,,,,15/Jul/19 2:30 PM;bikram.kahlon;2019-07-15 14_18_15-LDB Pick by Order - bikahlon_adm - wms.png;https://bcldbit.atlassian.net/secure/attachment/10719/2019-07-15+14_18_15-LDB+Pick+by+Order+-+bikahlon_adm+-+wms.png,,,,,,,,,,,,,,,,,,,,jason.kelly,,,,,,,, ,{},,,,,,, ,, ,, ,, ,,,,, ,, ,,,,bob.kang,1|i00i7r:,,,,,bikram.kahlon,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-15 21:31:49.863,15/Jul/19 2:31 PM;bikram.kahlon;Changes requested by John Sweet,"16/Jul/19 3:18 PM;bikram.kahlon;View personalize changes done to add the column requested.

",,,,,,,,,,,,,,,,,,,,,,,,,,,
LDB Inbound Summary Report Personalization,DDCFUN-828,13201,Story,Completed,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,Medium,Done,bikram.kahlon,doug.mcdonald,bikram.kahlon,15/Jul/19 2:24 PM,16/Jul/19 3:26 PM,26/Sep/19 3:41 PM,16/Jul/19 3:21 PM,,0,,,LDB Inbound Order Summary View - Add Cases Ordered and Cases Completed totals to the bottom of the report view,,bikram.kahlon,,,,,,,,,,,,,,,,,,,,15/Jul/19 2:26 PM;bikram.kahlon;2019-07-15 14_20_27-LDB Inbound Order Summary - bikahlon_adm - wms.png;https://bcldbit.atlassian.net/secure/attachment/10718/2019-07-15+14_20_27-LDB+Inbound+Order+Summary+-+bikahlon_adm+-+wms.png,16/Jul/19 3:26 PM;bikram.kahlon;2019-07-16 15_25_28-LDB Inbound Order Summary - bikahlon_adm - wms.png;https://bcldbit.atlassian.net/secure/attachment/10722/2019-07-16+15_25_28-LDB+Inbound+Order+Summary+-+bikahlon_adm+-+wms.png,,,,,,,,,,,,,,,,,,,jason.kelly,,,,,,,, ,{},,,,,,, ,, ,, ,, ,,,,, ,, ,,,,bob.kang,1|i00i7j:,,,,,bikram.kahlon,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-15 21:32:22.505,15/Jul/19 2:32 PM;bikram.kahlon;changes requested by John Sweet,16/Jul/19 3:21 PM;bikram.kahlon;View personalize change done to add totals for the Case Ordered and Cases Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database Rebuilding Indexes,DDCFUN-763,12961,Story,Done,DDCFUN,DDC Stabilization 2019,software,brad.rykenhuizen,,,High,Done,bikram.kahlon,bikram.kahlon,bikram.kahlon,07/Jun/19 5:32 PM,21/Jun/19 9:25 AM,13/Sep/19 9:42 AM,21/Jun/19 9:25 AM,,0,,,A systems maintenance task for the DBA team to execute on a weekly basis.,,bikram.kahlon,james.laitinen,jason.kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,{},,,,,,, ,, ,, ,, ,,,,, ,, ,,,,,1|i00gvj:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-10 18:53:21.26,"10/Jun/19 11:53 AM;jason.kelly;Hi, sorry assigned to Jason Kelly by accident :) ","21/Jun/19 9:24 AM;james.laitinen;The database indexes were rebuilt on June 8th, between 10:00pm and 12:00am. There is a weekly maintenance performed now on the indexes.",,,,,,,,,,,,,,,,,,,,,,,,,,,
